סמל ועדה,שם ישוב,סמל ישוב,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת
2,עין נקובא,521,1866,1103,7,1096,7,0,0,2,108,655,0,0,0,0,1,0,0,0,0,0,3,0,0,51,2,0,1,0,0,0,0,251,10,0,0,0,1,0,2,0,1,0,0,1
9,עין עירון,223,423,320,0,320,45,0,0,2,0,2,0,0,0,0,6,0,2,0,0,0,46,0,3,24,31,0,0,0,0,0,0,3,149,0,0,0,1,0,0,0,6,0,0,0
2,עין ראפה,514,723,382,5,377,5,0,0,0,161,61,0,0,0,0,2,0,0,0,0,0,1,0,0,6,9,0,0,0,0,0,0,123,4,0,0,2,0,0,0,0,0,0,1,2
3,עמיעד,385,473,283,1,282,44,4,3,0,0,2,0,0,0,0,4,0,0,0,0,0,57,0,4,19,34,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,4,0,1,0
2,פסגות,3659,1135,904,3,901,1,1,39,0,0,1,0,0,0,0,718,0,1,0,0,0,8,0,2,118,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,7,0
5,פצאל,3615,269,209,0,209,4,1,5,0,0,0,0,0,0,0,33,0,2,0,0,0,45,0,5,73,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,1,0,0,0
10,פרדסיה,171,5739,4389,12,4377,218,28,40,11,1,1,0,0,0,0,319,0,27,0,0,0,732,0,79,998,133,0,0,0,0,1,1,3,1651,0,3,0,1,0,2,1,22,1,104,0
3,פרוד,599,435,301,4,297,36,1,3,0,1,1,0,0,0,0,9,0,0,0,0,0,66,0,9,28,19,0,0,0,0,0,0,0,119,0,0,0,2,0,0,0,3,0,0,0
2,צובה,465,612,386,0,386,126,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,61,0,5,22,28,0,0,0,0,1,0,0,130,0,0,0,0,0,0,1,2,0,1,0
19,צופית,198,858,628,0,628,73,1,4,0,0,0,0,0,0,0,20,0,0,0,0,0,102,0,10,48,52,0,0,0,0,0,0,3,306,0,0,0,0,0,0,0,1,0,8,0
10,צור משה,276,1967,1479,2,1477,132,7,7,1,0,6,0,0,0,0,45,1,3,0,0,0,260,0,21,158,96,0,0,0,0,0,0,0,715,0,7,0,0,0,0,0,7,0,11,0
9,קיסריה,1167,5448,3457,10,3447,147,5,23,16,3,8,0,0,0,0,158,1,9,0,0,0,545,0,107,864,154,0,1,0,0,2,0,6,1323,4,3,0,0,0,0,0,18,1,47,2
3,קצרין,4100,5989,3254,27,3227,62,12,66,14,0,0,0,1,0,0,702,1,11,0,0,0,227,0,406,980,32,2,1,2,2,2,0,2,535,0,12,0,3,0,8,3,23,2,114,2
13,קרית עקרון,469,8174,5940,51,5889,76,12,39,49,1,8,0,0,0,1,1121,0,35,0,0,0,442,1,132,2724,35,1,0,0,2,1,1,8,484,1,14,0,3,1,5,3,10,0,678,1
3,קרית שמונה,2800,18582,11355,98,11257,159,27,108,71,7,10,0,0,3,1,1539,4,29,0,0,0,825,2,740,5569,77,1,5,2,2,5,2,10,748,7,19,1,6,2,5,5,21,1,1238,6
3,קשת,4006,442,329,0,329,0,0,33,2,0,0,0,0,0,0,242,0,0,0,0,0,4,0,1,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,9,0
2,ראש צורים,3602,537,433,0,433,1,3,87,2,0,0,0,0,0,0,212,0,0,0,0,0,30,0,1,83,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,3,0
18,רביבים,354,361,212,0,212,59,0,2,0,0,2,0,0,0,0,7,0,0,0,0,0,33,0,11,10,26,0,1,0,0,0,0,0,57,0,0,0,0,0,0,1,3,0,0,0
5,רומת הייב,997,1481,646,11,635,38,0,0,0,42,24,0,0,0,0,2,0,0,1,0,0,31,0,4,27,5,0,0,1,1,0,0,295,12,1,1,0,0,3,0,2,6,0,139,0
5,רותם,3782,117,82,2,80,1,1,11,0,0,0,0,0,0,0,29,0,1,0,0,0,6,0,0,17,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,4,0
3,ריחאניה,540,956,488,6,482,40,0,0,1,14,44,0,0,0,0,2,0,2,0,0,0,113,0,88,15,24,0,0,0,0,0,0,42,90,0,2,0,1,0,0,2,1,1,0,0
3,רמות נפתלי,372,461,297,2,295,22,2,7,2,0,1,0,0,0,0,23,0,1,0,0,0,60,0,4,69,7,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,2,0,14,0
5,רמת צבי,339,488,386,1,385,64,3,1,1,2,0,0,0,0,0,18,0,3,0,0,0,92,0,2,33,29,0,0,0,0,0,0,1,133,1,0,0,0,0,0,0,1,0,1,0
1,רמת רחל,127,359,283,0,283,46,0,1,0,1,0,0,0,0,0,7,0,1,0,0,0,39,0,9,30,23,0,0,0,0,0,0,0,117,1,0,0,0,0,0,0,2,0,6,0
20,רקפת,1228,787,576,1,575,76,0,2,0,2,0,0,0,0,0,19,0,2,0,0,0,85,0,24,44,43,0,0,0,0,0,0,1,268,0,2,0,1,0,0,0,5,0,1,0
17,שדה משה,18,405,323,1,322,26,2,3,1,0,0,0,0,0,0,29,2,2,0,0,0,60,0,5,81,5,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,2,0,8,0
13,שדמה,555,384,278,1,277,24,1,4,0,0,5,0,0,0,0,6,0,1,0,0,0,66,0,2,21,27,0,0,0,0,0,0,0,117,0,0,0,2,0,0,0,0,0,1,0
17,שלווה,873,421,351,0,351,0,0,8,8,0,0,0,0,0,0,73,0,0,0,0,0,3,0,0,174,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,0
5,שלוחות,439,342,241,2,239,7,1,63,5,0,0,0,0,0,0,45,0,0,0,0,0,43,0,2,36,2,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,4,0
3,שמיר,366,707,490,2,488,70,2,1,0,0,4,0,0,0,0,8,0,0,0,0,0,83,0,8,23,92,0,0,0,0,1,0,0,183,1,0,0,0,0,0,0,11,0,0,1
6,שמרת,432,468,340,0,340,31,0,4,1,0,1,0,0,0,0,10,0,1,0,0,0,49,0,8,23,91,0,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,0,0,0
20,שעב,538,5247,3337,24,3313,27,0,0,2,542,1514,0,0,1,1,1,0,2,0,0,3,6,0,1,20,14,1,3,0,0,1,1,1021,142,0,2,2,0,0,0,0,1,1,4,0
12,שעלבים,856,341,280,0,280,1,0,19,7,0,0,0,0,0,0,206,0,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,15,0
8,שער העמקים,237,562,435,4,431,82,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,42,0,8,4,135,0,1,0,0,0,0,3,144,0,0,0,0,0,0,0,5,0,1,0
10,שפיים,232,1042,813,1,812,237,1,2,0,1,5,0,0,0,0,4,0,1,0,0,0,116,0,10,25,85,0,0,0,0,0,0,0,316,0,1,0,0,0,0,0,8,0,0,0
2,שריגים ליאון,1114,779,524,0,524,69,2,0,1,1,4,0,0,0,0,18,0,2,0,0,0,67,0,10,83,71,0,2,0,0,0,0,0,178,0,4,0,0,0,0,0,2,0,10,0
5,שריד,126,772,533,1,532,76,1,3,1,0,2,0,0,0,0,4,0,0,0,0,0,59,0,12,27,127,0,0,0,0,0,0,0,215,1,0,0,0,0,0,0,2,0,2,0
17,שתולים,763,1460,1133,6,1127,19,12,21,17,0,0,0,0,0,0,230,0,6,0,0,0,127,0,16,458,3,0,0,0,2,1,0,0,119,0,3,0,0,0,0,0,1,0,92,0
5,תל תאומים,1283,345,269,0,269,0,0,11,2,0,0,0,0,0,0,59,0,2,0,0,0,29,0,1,135,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,26,0
9,תלמי אלעזר,2003,685,522,2,520,49,1,1,5,0,1,0,0,0,0,20,0,0,0,1,0,97,0,11,86,25,0,0,0,0,0,0,1,214,0,1,0,0,0,0,0,4,0,3,0
10,אודים,446,833,617,3,614,67,0,4,1,0,3,0,0,0,0,19,0,5,0,0,0,92,0,14,69,56,0,2,0,0,0,0,0,271,0,1,0,0,0,0,0,4,0,6,0
5,אומן,1108,499,339,0,339,0,0,2,2,0,0,0,0,0,0,59,0,1,0,0,0,18,0,20,163,1,0,0,0,0,0,0,0,51,0,2,0,0,0,0,0,0,0,20,0
17,אחוזם,821,404,291,1,290,0,0,0,3,0,0,0,0,0,0,55,0,1,0,0,0,12,0,0,158,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,56,0
17,איתן,37,380,313,1,312,0,3,13,5,0,0,0,0,0,0,115,0,0,0,0,0,10,0,3,107,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,54,0
2,אלעזר,3618,1635,1203,2,1201,2,2,159,9,0,0,0,0,0,0,644,0,3,0,0,0,57,0,11,270,4,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,1,0,23,0
8,אפק,313,544,418,2,416,66,1,1,1,0,0,0,0,0,0,11,0,0,0,0,0,74,0,4,29,29,0,1,0,0,0,0,0,193,0,0,1,0,0,0,0,1,0,3,1
4,ארבל,701,497,370,1,369,24,0,1,1,0,0,0,0,0,0,59,0,1,0,0,0,79,0,4,119,9,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,1,0,5,0
13,בית אלעזרי,562,1088,818,0,818,50,4,5,2,0,2,0,0,0,0,75,0,2,0,0,0,180,0,18,188,26,0,0,0,1,1,0,0,252,0,0,0,0,0,0,0,1,0,11,0
13,בית גמליאל,571,755,570,1,569,7,4,67,12,0,1,0,0,0,0,195,0,1,0,0,0,77,0,7,143,3,0,0,0,0,0,0,1,18,0,1,0,0,0,0,0,2,0,30,0
10,בית יצחקשער חפר,326,1658,1265,8,1257,124,3,14,2,1,3,0,0,0,0,27,0,8,0,0,0,228,0,20,119,97,0,0,0,1,0,0,2,598,0,0,0,2,0,0,0,6,0,2,0
17,בית עזרא,756,833,645,3,642,23,2,4,5,0,1,0,0,0,0,60,0,8,0,0,0,125,0,12,211,10,0,0,0,0,0,0,0,115,0,1,0,0,0,0,0,1,0,64,0
5,בלפוריה,94,413,321,1,320,30,0,4,0,0,0,0,0,0,0,25,0,0,0,0,0,77,0,12,44,16,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,1,0,3,0
17,בני דקלים,1368,733,625,0,625,0,0,12,2,0,0,0,0,0,0,534,0,0,0,0,0,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
13,בני דרום,592,550,445,4,441,10,0,75,0,0,0,0,0,0,0,178,0,0,0,0,0,59,0,4,89,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,7,0
10,בני ציון,418,856,618,1,617,32,0,3,1,0,2,0,0,0,0,8,0,0,0,0,0,101,0,10,63,52,0,0,0,0,0,0,1,325,0,2,0,1,0,0,0,8,0,8,0
10,בצרה,389,813,604,1,603,48,0,4,0,0,0,0,0,0,8,19,1,0,0,0,0,94,0,11,54,46,0,0,0,0,0,1,2,307,0,0,0,1,0,0,0,4,0,3,0
2,בר גיורא,823,431,332,0,332,17,0,6,7,0,1,0,0,0,0,52,0,1,0,0,0,21,0,5,153,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,0,24,0
3,גש גוש חלב,487,2563,1271,8,1263,41,0,0,3,336,457,1,0,0,1,4,0,0,0,0,0,32,2,1,36,107,0,0,0,0,1,0,143,86,0,3,1,0,1,0,1,3,1,2,0
13,גאליה,853,820,604,5,599,34,0,0,3,0,1,0,0,0,0,28,0,1,0,0,0,111,0,20,106,21,0,0,0,11,1,0,0,258,0,1,0,0,0,0,0,2,0,1,0
5,גבעת אלה,1288,1567,1137,2,1135,123,0,8,0,0,5,0,0,0,0,24,0,4,0,0,0,148,0,20,112,117,0,0,0,0,0,0,1,560,0,0,0,0,1,0,0,5,0,7,0
11,גבעת השלושה,870,531,412,1,411,77,1,1,3,0,2,0,0,0,0,12,0,1,0,0,0,73,0,12,38,33,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,3,0,5,0
12,גזר,370,399,211,0,211,39,1,1,0,0,4,0,0,0,0,4,0,1,0,0,0,25,0,1,18,36,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,1,0,0,1
18,גילת,736,1119,869,4,865,12,5,7,5,0,0,0,0,0,0,209,0,9,0,0,0,109,0,3,382,1,0,1,0,0,0,0,0,77,0,2,0,1,0,0,1,1,1,39,0
13,גן שלמה,144,413,321,1,320,67,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,59,0,4,6,29,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,1,0,2,0
9,גן שמואל,72,872,666,1,665,86,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,122,0,3,7,240,0,0,0,0,0,0,0,191,0,0,0,1,0,0,0,9,0,0,0
20,דייר חנא,492,7137,4891,21,4870,6,0,0,2,1185,2322,0,1,0,0,0,0,0,0,0,2,12,1,1,43,40,0,0,2,0,1,1,1118,18,0,1,5,0,1,1,1,1,0,105,0
3,דלתון,431,655,531,3,528,0,1,3,6,0,0,0,0,0,0,94,0,0,0,0,0,7,0,1,292,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,118,0
20,דמיידה,1317,352,187,12,175,1,0,0,0,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,117,0,0,0,1,0,0,0,0,0,0,1,0
3,הגושרים,356,779,549,1,548,94,2,9,0,0,3,0,0,0,0,18,0,2,0,0,0,92,0,2,76,32,0,0,0,0,0,0,0,209,0,1,0,0,0,0,1,2,0,5,0
18,הוואשלה שבט,1169,1202,632,8,624,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,605,0,1,0,1,0,0,0,0,2,0,0,0
5,היוגב,684,618,501,1,500,53,2,5,0,0,1,0,0,0,0,13,1,1,0,0,0,93,0,10,31,23,0,0,0,0,0,0,0,256,0,1,0,0,0,0,0,6,0,4,0
5,הסוללים,677,760,557,0,557,68,2,0,1,0,3,0,0,0,0,16,0,0,0,0,0,105,0,7,57,39,0,0,0,0,0,0,0,251,0,0,0,1,0,0,0,3,0,4,0
2,הר גילה,3603,1059,779,1,778,27,2,13,0,1,0,0,0,0,1,152,0,7,0,0,1,78,0,30,310,7,0,0,0,0,1,0,0,96,0,0,0,0,0,0,0,6,0,45,1
17,זיקים,584,757,514,5,509,46,1,3,0,0,2,0,0,0,0,26,0,8,0,0,0,79,0,10,75,92,0,0,0,0,0,0,4,158,0,0,0,0,0,0,0,3,0,2,0
2,חגי,3764,384,280,0,280,0,0,12,1,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,חוסנייה,1332,607,330,9,321,2,0,0,0,48,69,1,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,1,0,188,1,0,0,0,0,0,1,0,0,0,1,0
17,חצב,700,903,703,2,701,16,0,7,7,0,0,0,0,0,1,146,0,5,0,0,0,127,0,3,250,1,0,0,0,4,0,0,0,95,0,0,0,0,0,1,0,2,0,36,0
5,טייבה בעמק,497,1305,602,1,601,16,0,0,0,141,118,0,0,0,0,2,0,0,0,0,0,0,0,0,6,16,0,0,0,1,0,0,289,5,0,0,1,1,1,0,0,1,0,2,1
11,טירת יהודה,663,823,650,1,649,9,1,59,6,0,0,0,0,0,0,202,0,1,0,0,0,51,0,1,248,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,0,48,0
5,טמרה יזרעאל,547,1115,510,12,498,2,0,0,0,97,158,0,0,0,0,1,0,0,0,0,1,6,0,0,9,4,0,1,0,0,0,1,217,0,0,0,0,0,0,0,1,0,0,0,0
4,יבנאל,46,2709,1897,25,1872,29,2,11,47,1,6,0,0,0,0,259,0,6,0,0,0,99,0,11,340,19,0,3,0,0,0,0,1,187,0,2,0,2,0,0,0,12,0,832,3
12,יד רמבם,64,878,672,1,671,6,0,4,5,0,0,0,0,0,0,116,0,4,0,0,0,51,0,2,349,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,4,0,89,0
20,יובלים,1226,1055,775,1,774,110,3,4,1,1,3,0,0,0,0,14,0,2,0,1,0,81,0,26,32,90,0,0,0,0,0,0,3,395,0,0,0,2,0,0,0,6,0,0,0
5,יזרעאל,452,565,353,1,352,99,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,50,0,10,9,47,0,0,0,0,0,0,0,128,0,0,0,0,0,0,1,1,0,0,0
18,יטבתה,866,711,420,2,418,146,0,0,0,0,1,0,0,0,0,6,0,1,0,0,0,36,0,5,15,45,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,1,4,0
17,ינון,2011,445,344,1,343,1,2,3,8,9,40,0,0,0,0,76,0,0,0,0,0,20,0,2,117,3,0,0,0,0,0,0,8,17,0,0,0,0,0,0,0,3,0,34,0
5,יפית,3566,176,101,0,101,2,0,3,2,0,0,0,0,0,0,33,0,0,0,0,0,8,0,0,38,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0
6,ירכא,502,10885,5600,93,5507,65,1,13,4,20,405,4,0,0,0,6,2,0,2,0,2,1253,0,848,1894,411,2,7,1,2,1,1,117,353,2,6,1,5,0,3,33,4,1,37,1
20,כאוכב אבו אלהיגא,505,2309,1425,16,1409,3,0,0,0,384,559,2,0,0,0,0,1,0,0,0,0,2,0,0,1,3,1,0,0,0,1,1,444,2,0,0,1,0,1,0,0,1,0,2,0
5,כפר ברוך,132,436,336,1,335,33,0,4,1,0,0,0,0,0,0,28,0,1,0,0,0,65,0,5,68,9,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,2,0
17,כפר ורבורג,320,853,652,1,651,56,5,7,2,0,0,0,0,0,0,36,0,1,0,0,0,153,0,6,90,35,0,0,0,0,1,0,0,245,0,1,0,1,0,0,0,2,0,10,0
3,כפר חנניה,1297,537,401,2,399,16,2,2,3,0,0,0,0,0,0,76,0,2,0,0,0,31,0,10,146,10,0,0,0,0,0,0,0,78,0,1,0,0,0,0,0,2,0,20,0
10,כפר ידידיה,233,511,385,2,383,47,0,2,0,0,1,0,0,0,0,7,0,1,0,0,0,69,0,4,24,39,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,1,0,0,0
18,כפר מימון,1095,484,372,0,372,2,0,53,2,0,0,0,1,0,0,198,0,1,0,0,0,19,0,1,88,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0
20,כפר מנדא,510,12577,8146,68,8078,9,1,1,2,2839,2283,0,2,0,3,7,2,1,3,2,3,5,3,1,31,147,1,0,1,2,2,1,2442,26,3,2,12,2,2,3,3,5,0,221,5
2,כפר עציון,3488,564,440,2,438,7,2,140,2,0,0,0,0,0,0,125,0,0,0,0,0,44,0,4,92,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0
3,כרכום,1285,452,292,2,290,35,0,2,0,0,0,0,0,0,0,14,2,2,0,0,0,59,0,4,57,18,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,2,0,2,0
12,כרמי יוסף,1264,1420,1049,1,1048,110,0,11,4,1,1,0,0,0,0,29,0,1,0,0,0,156,0,37,110,119,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,9,0,4,0
3,להבות הבשן,380,716,465,6,459,48,2,4,0,1,6,0,0,0,0,18,0,3,0,0,0,55,0,11,37,101,0,0,0,0,0,0,1,159,0,1,0,0,0,0,0,12,0,0,0
2,מבוא ביתר,771,675,491,2,489,32,4,18,1,0,2,0,0,0,0,58,0,1,0,0,0,93,0,12,148,17,0,0,0,0,1,0,0,94,0,1,0,0,0,0,0,1,0,6,0
3,מגדל שמס,4201,1338,313,1,312,6,2,1,0,2,1,6,0,0,0,0,0,0,0,0,0,40,0,35,45,27,0,0,0,0,0,0,2,133,0,1,0,0,0,0,0,0,0,11,0
5,מגדל העמק,874,21332,13637,117,13520,173,34,70,212,3,4,1,0,0,0,1721,2,38,1,0,0,700,0,1832,5026,65,0,6,0,2,3,1,2,1272,4,22,4,4,0,3,4,27,5,2265,14
5,מגידו,586,682,504,0,504,75,1,0,0,0,1,0,0,0,0,6,0,4,0,0,0,73,0,8,42,66,0,0,0,0,0,0,0,224,0,0,0,0,0,1,0,1,0,2,0
3,מירון,607,526,327,0,327,3,1,19,62,0,0,1,0,0,0,119,0,1,0,0,0,12,0,0,29,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,73,0
10,מכמורת,382,1097,743,1,742,74,1,9,3,1,4,0,0,0,0,13,0,0,0,0,0,143,0,23,33,84,0,0,0,0,0,0,1,340,1,1,0,1,0,0,0,9,0,1,0
5,מנשית זבדה,994,927,493,4,489,6,0,0,0,41,63,0,0,0,1,0,0,0,0,0,0,4,1,1,12,5,0,0,0,0,0,0,346,3,0,0,1,0,1,0,2,1,0,1,0
2,מסילת ציון,742,355,295,0,295,22,2,3,1,0,2,0,0,0,0,22,1,2,0,0,0,49,0,8,45,31,0,0,0,0,0,0,0,95,1,0,0,0,0,0,0,2,0,9,0
18,מסלול,748,546,409,0,409,19,2,5,5,0,1,0,0,0,0,75,0,2,0,0,0,46,0,3,171,2,0,1,0,0,0,0,0,40,0,0,0,0,0,0,0,3,0,34,0
6,מעיליא,518,2616,1741,17,1724,17,1,0,1,427,821,0,0,0,0,1,0,1,1,0,0,32,4,0,25,199,0,0,0,0,0,0,15,177,0,0,0,0,0,0,1,0,0,1,0
2,מעלה עמוס,3653,431,326,2,324,0,0,5,157,0,0,0,0,0,0,105,0,0,0,0,0,2,0,0,15,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,36,0
6,מעלותתרשיחא,1063,17387,10540,112,10428,107,19,96,72,1095,873,2,1,1,2,1152,3,35,0,3,2,546,3,1345,2811,130,0,1,0,2,6,1,267,1125,4,18,6,5,0,1,6,49,6,627,6
18,משאבי שדה,421,455,276,0,276,52,0,1,0,0,1,0,0,0,0,11,0,0,0,0,1,43,0,23,7,24,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,1,0,1,1
3,משמר הירדן,732,582,435,1,434,24,1,4,1,0,0,0,0,0,0,79,0,0,0,0,0,36,0,6,191,12,0,0,0,0,1,0,0,59,1,1,0,0,0,1,0,4,0,13,0
17,נגבה,315,726,475,1,474,63,1,0,0,0,1,0,0,0,0,7,0,2,0,0,0,81,0,10,41,73,0,0,0,0,0,0,0,188,0,0,1,0,0,0,0,3,0,3,0
5,נהלל,80,836,620,2,618,96,0,4,0,0,1,0,0,0,0,11,0,0,0,0,0,96,0,20,46,46,0,0,0,0,0,0,0,295,0,1,0,0,0,0,0,2,0,0,0
5,נווה איתן,296,190,119,1,118,30,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,2,22,8,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,1,0,3,0
8,נופית,1284,2028,1483,6,1477,117,3,6,1,1,2,0,0,0,0,44,0,5,0,0,0,278,0,41,184,60,0,0,0,0,0,0,1,715,0,1,0,0,0,0,0,11,0,7,0
17,נחל עוז,844,355,251,1,250,50,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,54,0,2,26,14,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,4,0,0,0
17,נחלה,2045,483,399,1,398,12,0,4,13,0,0,0,0,0,0,81,0,3,0,0,0,46,0,3,133,5,0,0,0,0,0,0,0,29,0,0,1,0,0,0,1,0,0,67,0
11,נחלים,449,451,366,1,365,1,4,46,3,0,1,0,0,0,0,175,0,0,0,0,0,23,0,4,87,3,0,0,0,0,0,0,1,10,0,2,0,0,0,0,0,1,0,4,0
20,נחף,522,7832,4500,34,4466,5,1,16,3,960,1663,0,1,1,0,1,0,1,0,4,0,20,0,1,22,85,0,1,1,1,1,0,1614,4,2,0,6,1,0,1,1,5,1,42,1
13,ניר גלים,720,664,524,2,522,9,2,75,7,0,0,0,0,0,0,185,0,0,0,0,0,42,0,2,158,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,1,0,27,0
5,נצרת,7300,51490,24862,232,24630,133,8,9,13,6495,11060,1,1,3,4,23,6,3,12,3,6,60,7,14,577,414,2,4,1,11,3,3,5337,287,2,24,40,7,4,3,6,17,0,23,4
2,נתיב הלה,693,501,370,0,370,82,2,4,0,0,0,0,0,0,0,7,0,1,1,0,0,52,0,9,9,49,0,0,0,0,0,0,1,141,0,0,0,1,0,0,0,11,0,0,0
17,נתיב העשרה,1242,371,287,1,286,17,0,3,1,0,0,0,0,0,0,19,0,2,0,0,0,70,0,2,62,12,0,0,0,0,0,0,1,91,0,0,0,2,0,0,0,1,0,3,0
3,סאסא,578,414,289,0,289,57,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,31,0,6,7,98,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,1,0,1,0
5,סולם,526,2136,1137,8,1129,4,0,0,1,244,265,0,0,0,0,2,1,0,0,0,0,13,0,3,8,52,1,1,1,0,0,0,511,14,0,2,1,1,1,0,0,0,0,2,1
18,סוסיה,3756,390,295,0,295,0,1,22,2,0,0,0,0,0,0,234,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0
20,סלמה,1245,2445,1323,9,1314,5,0,1,1,78,129,1,0,0,0,0,0,0,0,2,1,11,2,0,54,3,0,0,0,1,0,0,1015,6,0,0,0,0,0,1,0,0,0,3,0
18,סעד,419,636,471,3,468,16,2,76,1,0,0,0,0,0,0,142,0,1,0,1,0,92,0,5,64,9,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,2,0,7,0
17,עזריקם,817,992,777,0,777,11,4,1,6,0,0,0,0,0,0,103,0,1,0,0,0,69,0,5,447,0,0,2,0,0,0,0,1,64,0,3,0,0,0,0,0,1,0,59,0
5,עין חרוד איחוד,89,506,365,2,363,73,0,2,1,1,0,0,0,0,0,13,0,1,0,0,0,64,0,7,11,23,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,1,0,1,0
2,עלי,3765,2318,1690,4,1686,5,2,59,12,0,0,0,0,0,0,1270,0,3,0,0,0,8,0,13,261,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,3,0,33,0
9,עמיקם,773,548,394,0,394,36,1,1,1,0,2,0,0,0,0,12,1,3,0,0,0,66,0,4,61,45,0,0,0,0,0,0,1,154,0,1,0,1,0,0,0,2,0,2,0
4,פוריה  נווה עובד,1105,1055,726,0,726,17,2,15,2,0,0,0,0,1,0,135,0,4,0,1,0,44,0,10,393,4,0,0,0,1,0,0,0,45,1,2,0,0,0,0,0,7,0,42,0
4,פוריה עילית,1313,939,608,4,604,18,0,9,1,0,9,0,0,0,0,71,0,5,0,0,2,67,0,19,259,13,0,0,0,0,0,0,0,89,0,0,0,0,0,0,2,14,0,26,0
6,פקיעין בוקייעה,536,4639,2885,32,2853,111,1,2,0,172,681,6,0,0,1,0,3,0,0,0,0,417,0,1070,54,205,1,0,0,0,0,0,45,77,1,1,0,0,2,0,2,0,0,1,0
2,צור הדסה,1113,6616,4895,14,4881,263,32,166,15,3,16,0,0,0,0,605,0,20,0,0,0,720,0,189,1296,274,0,1,0,0,1,0,4,1126,4,12,0,1,2,1,1,21,0,106,2
